YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure,Volume,Longitude,Latitude
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,PCI,249,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,CABG,91,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,"AAA Repair (Un-ruptured, Endovascular)",3,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,"AAA Repair (Ruptured, Endovascular)",.,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,"AAA Repair (Un-ruptured, Open)",2,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,"AAA Repair (Ruptured, Open)",.,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,AAA Repair,5,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Resection (Other),5,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Resection (Cancer),3,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Resection,8,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Esophageal Resection,1,-121.9449,37.25116
2016,Santa Clara,O’Connor Hospital,106430837,Carotid Endarterectomy,8,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,PCI,167,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,CABG,46,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,"AAA Repair (Un-ruptured, Endovascular)",15,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,"AAA Repair (Ruptured, Endovascular)",.,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,"AAA Repair (Un-ruptured, Open)",.,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,"AAA Repair (Ruptured, Open)",.,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,AAA Repair,15,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,Pancreatic Resection (Other),2,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,Pancreatic Resection (Cancer),6,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,Pancreatic Resection,8,-121.93727,37.32714
2016,Santa Clara,O’Connor Hospital,106430837,Esophageal Resection,.,-121.93727,37.32714
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Carotid Endarterectomy,17,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,PCI,157,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG,77,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,"AAA Repair (Un-ruptured, Endovascular)",2,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,"AAA Repair (Ruptured, Endovascular)",.,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,"AAA Repair (Un-ruptured, Open)",.,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,"AAA Repair (Ruptured, Open)",1,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,AAA Repair,3,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Resection (Other),3,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Resection (Cancer),2,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Resection,5,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Esophageal Resection,4,-121.93202,37.31346
2016,Santa Clara,Stanford Health Care,106430905,Carotid Endarterectomy,58,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,PCI,206,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,CABG,206,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,"AAA Repair (Un-ruptured, Endovascular)",64,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,"AAA Repair (Ruptured, Endovascular)",2,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,"AAA Repair (Un-ruptured, Open)",1,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,"AAA Repair (Ruptured, Open)",1,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,AAA Repair,68,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,Pancreatic Resection (Other),83,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,Pancreatic Resection (Cancer),102,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,Pancreatic Resection,185,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,106430905,Esophageal Resection,47,-122.175881,37.433
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Carotid Endarterectomy,17,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,PCI,80,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,CABG,.,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,"AAA Repair (Un-ruptured, Endovascular)",5,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,"AAA Repair (Ruptured, Endovascular)",.,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,"AAA Repair (Un-ruptured, Open)",3,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,"AAA Repair (Ruptured, Open)",1,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,AAA Repair,9,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Resection (Other),10,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Resection (Cancer),9,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Resection,19,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Esophageal Resection,.,-121.80269,37.23924
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,Carotid Endarterectomy,.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,PCI,2,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,CABG,.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,"AAA Repair (Un-ruptured, Endovascular)",.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,"AAA Repair (Ruptured, Endovascular)",.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,"AAA Repair (Un-ruptured, Open)",.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,"AAA Repair (Ruptured, Open)",.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,AAA Repair,.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,Pancreatic Resection (Other),.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,Pancreatic Resection (Cancer),.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,Pancreatic Resection,.,-122.17282,37.43677
2016,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,Esophageal Resection,.,-122.17282,37.43677
2016,Santa Clara,Saint Louise Regional Hospital,106434138,Carotid Endarterectomy,.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,PCI,.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,CABG,.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,"AAA Repair (Un-ruptured, Endovascular)",.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,"AAA Repair (Ruptured, Endovascular)",.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,"AAA Repair (Un-ruptured, Open)",.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,"AAA Repair (Ruptured, Open)",.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,AAA Repair,.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Resection (Other),.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Resection (Cancer),.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Resection,.,-121.57411,37.03731
2016,Santa Clara,Saint Louise Regional Hospital,106434138,Esophageal Resection,.,-121.57411,37.03731
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Carotid Endarterectomy,13,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,PCI,600,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,CABG,358,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,"AAA Repair (Un-ruptured, Endovascular)",21,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,"AAA Repair (Ruptured, Endovascular)",2,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,"AAA Repair (Un-ruptured, Open)",5,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,"AAA Repair (Ruptured, Open)",1,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,AAA Repair,29,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Resection (Other),.,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Resection (Cancer),.,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Resection,.,-121.995774,37.334597
2016,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Esophageal Resection,6,-121.995774,37.334597
2016,Santa Cruz,Dominican Hospital,106440755,Carotid Endarterectomy,14,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,PCI,227,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,CABG,89,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,"AAA Repair (Un-ruptured, Endovascular)",7,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,"AAA Repair (Ruptured, Endovascular)",1,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,"AAA Repair (Un-ruptured, Open)",.,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,"AAA Repair (Ruptured, Open)",.,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,AAA Repair,8,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,Pancreatic Resection (Other),.,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,Pancreatic Resection (Cancer),.,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,Pancreatic Resection,.,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital,106440755,Esophageal Resection,.,-121.98489,36.98806
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,Carotid Endarterectomy,.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,PCI,.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,CABG,.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,"AAA Repair (Un-ruptured, Endovascular)",.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,"AAA Repair (Ruptured, Endovascular)",.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,"AAA Repair (Un-ruptured, Open)",.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,"AAA Repair (Ruptured, Open)",.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,AAA Repair,.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,Pancreatic Resection (Other),.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,Pancreatic Resection (Cancer),.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,Pancreatic Resection,.,-121.977491,36.98772
2016,Santa Cruz,Sutter Maternity and Surgery Center of Santa Cruz,106444012,Esophageal Resection,.,-121.977491,36.98772
2016,Santa Cruz,Watsonville Community Hospital,106444013,Carotid Endarterectomy,.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,PCI,.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,CABG,.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,"AAA Repair (Un-ruptured, Endovascular)",.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,"AAA Repair (Ruptured, Endovascular)",.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,"AAA Repair (Un-ruptured, Open)",.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,"AAA Repair (Ruptured, Open)",.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,AAA Repair,.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Resection (Other),1,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Resection (Cancer),.,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Resection,1,-121.79173,36.92839
2016,Santa Cruz,Watsonville Community Hospital,106444013,Esophageal Resection,.,-121.79173,36.92839
2016,Shasta,Mayers Memorial Hospital,106450936,Carotid Endarterectomy,.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,PCI,.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,CABG,.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,"AAA Repair (Un-ruptured, Endovascular)",.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,"AAA Repair (Ruptured, Endovascular)",.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,"AAA Repair (Un-ruptured, Open)",.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,"AAA Repair (Ruptured, Open)",.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,AAA Repair,.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Resection (Other),.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Resection (Cancer),.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Resection,.,-121.42442,41.02423
2016,Shasta,Mayers Memorial Hospital,106450936,Esophageal Resection,.,-121.42442,41.02423
2016,Shasta,Shasta Regional Medical Center,106450940,"AAA Repair (Un-ruptured, Endovascular)",.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,"AAA Repair (Ruptured, Endovascular)",.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,"AAA Repair (Un-ruptured, Open)",.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,"AAA Repair (Ruptured, Open)",2,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,AAA Repair,2,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Resection (Other),.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Resection (Cancer),.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Resection,.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,Esophageal Resection,.,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,Carotid Endarterectomy,46,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,PCI,187,-122.387731,40.58562
2016,Shasta,Shasta Regional Medical Center,106450940,CABG,106,-122.387731,40.58562
2016,Shasta,Mercy Medical Center – Redding,106450949,Carotid Endarterectomy,62,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,PCI,260,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,CABG,78,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,"AAA Repair (Un-ruptured, Endovascular)",19,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,"AAA Repair (Ruptured, Endovascular)",1,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,"AAA Repair (Un-ruptured, Open)",5,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,"AAA Repair (Ruptured, Open)",7,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,AAA Repair,32,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,Pancreatic Resection (Other),1,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,Pancreatic Resection (Cancer),.,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,Pancreatic Resection,1,-122.39742,40.57204
2016,Shasta,Mercy Medical Center – Redding,106450949,Esophageal Resection,2,-122.39742,40.57204
2016,Shasta,Vibra Hospital of Northern California,106454012,Carotid Endarterectomy,.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,PCI,.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,CABG,.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,"AAA Repair (Un-ruptured, Endovascular)",.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,"AAA Repair (Ruptured, Endovascular)",.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,"AAA Repair (Un-ruptured, Open)",.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,"AAA Repair (Ruptured, Open)",.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,AAA Repair,.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,Pancreatic Resection (Other),.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,Pancreatic Resection (Cancer),.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,Pancreatic Resection,.,-122.41293,40.58563
2016,Shasta,Vibra Hospital of Northern California,106454012,Esophageal Resection,.,-122.41293,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,Carotid Endarterectomy,.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,PCI,.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,CABG,.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,"AAA Repair (Un-ruptured, Endovascular)",.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,"AAA Repair (Ruptured, Endovascular)",.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,"AAA Repair (Un-ruptured, Open)",.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,"AAA Repair (Ruptured, Open)",.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,AAA Repair,.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,Pancreatic Resection (Other),.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,Pancreatic Resection (Cancer),.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,Pancreatic Resection,.,-122.41632,40.58563
2016,Shasta,Patients’ Hospital of Redding,106454013,Esophageal Resection,.,-122.41632,40.58563
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,Carotid Endarterectomy,.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,PCI,.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,CABG,.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,"AAA Repair (Un-ruptured, Endovascular)",.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,"AAA Repair (Ruptured, Endovascular)",.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,"AAA Repair (Un-ruptured, Open)",.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,"AAA Repair (Ruptured, Open)",.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,AAA Repair,.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,Pancreatic Resection (Other),.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,Pancreatic Resection (Cancer),.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,Pancreatic Resection,.,-122.32309,41.31894
2016,Siskiyou,Mercy Medical Center Mt. Shasta,106470871,Esophageal Resection,.,-122.32309,41.31894
2016,Siskiyou,Fairchild Medical Center,106474007,Carotid Endarterectomy,.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,PCI,.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,CABG,.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,"AAA Repair (Un-ruptured, Endovascular)",.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,"AAA Repair (Ruptured, Endovascular)",.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,"AAA Repair (Un-ruptured, Open)",.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,"AAA Repair (Ruptured, Open)",.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,AAA Repair,.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,Pancreatic Resection (Other),.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,Pancreatic Resection (Cancer),.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,Pancreatic Resection,.,-122.645801,41.71949
2016,Siskiyou,Fairchild Medical Center,106474007,Esophageal Resection,.,-122.645801,41.71949
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,Carotid Endarterectomy,12,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,PCI,245,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,CABG,.,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,"AAA Repair (Un-ruptured, Endovascular)",12,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,"AAA Repair (Ruptured, Endovascular)",.,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,"AAA Repair (Un-ruptured, Open)",2,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,"AAA Repair (Ruptured, Open)",2,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,AAA Repair,16,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,Pancreatic Resection (Other),.,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,Pancreatic Resection (Cancer),.,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,Pancreatic Resection,.,-122.24761,38.12839
2016,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,106480989,Esophageal Resection,5,-122.24761,38.12839
2016,Solano,Sutter Solano Medical Center,106481094,Carotid Endarterectomy,.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,PCI,.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,CABG,.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,"AAA Repair (Un-ruptured, Endovascular)",.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,"AAA Repair (Ruptured, Endovascular)",.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,"AAA Repair (Un-ruptured, Open)",.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,"AAA Repair (Ruptured, Open)",.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,AAA Repair,.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,Pancreatic Resection (Other),.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,Pancreatic Resection (Cancer),.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,Pancreatic Resection,.,-122.23852,38.13109
2016,Solano,Sutter Solano Medical Center,106481094,Esophageal Resection,.,-122.23852,38.13109
2016,Solano,North Bay Medical Center,106481357,Carotid Endarterectomy,5,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,PCI,157,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,CABG,41,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,"AAA Repair (Un-ruptured, Endovascular)",2,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,"AAA Repair (Ruptured, Endovascular)",.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,"AAA Repair (Un-ruptured, Open)",.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,"AAA Repair (Ruptured, Open)",.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,AAA Repair,2,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,Pancreatic Resection (Other),.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,Pancreatic Resection (Cancer),.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,Pancreatic Resection,.,-122.05076,38.26097
2016,Solano,North Bay Medical Center,106481357,Esophageal Resection,.,-122.05076,38.26097
2016,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Carotid Endarterectomy,.,-121.9373177,38.3894968
2016,Solano,Kaiser Foundation Hospital – Vacaville,106484044,PCI,10,-121.9373177,38.3894968
2016,Solano,Kaiser Foundation Hospital – Vacaville,106484044,CABG,.,-121.9373177,38.3894968
2016,Solano,Kaiser Foundation Hospital – Vacaville,106484044,"AAA Repair (Un-ruptured, Endovascular)",.,-121.9373177,38.3894968
