year,county,oshpd_id,surgery,#_of_cases,hospital
2020,napa,106281047,prostate,1,providence queen of the valley medical center
2020,napa,106281047,breast,53,providence queen of the valley medical center
2020,napa,106281047,brain,9,providence queen of the valley medical center
2021,napa,106281047,colon,17,providence queen of the valley medical center
2021,napa,106281047,brain,4,providence queen of the valley medical center
2021,napa,106281047,breast,53,providence queen of the valley medical center
2021,napa,106281047,liver,1,providence queen of the valley medical center
2021,napa,106281047,lung,7,providence queen of the valley medical center
2021,napa,106281047,prostate,1,providence queen of the valley medical center
2021,napa,106281047,rectum,3,providence queen of the valley medical center
2022,napa,106281047,rectum,3,providence queen of the valley medical center
2022,napa,106281047,prostate,10,providence queen of the valley medical center
2022,napa,106281047,lung,3,providence queen of the valley medical center
2022,napa,106281047,colon,9,providence queen of the valley medical center
2022,napa,106281047,breast,51,providence queen of the valley medical center
2022,napa,106281047,brain,3,providence queen of the valley medical center
2023,napa,106281047,brain,3,providence queen of the valley medical center
2023,napa,106281047,breast,74,providence queen of the valley medical center
2023,napa,106281047,colon,11,providence queen of the valley medical center
2023,napa,106281047,liver,1,providence queen of the valley medical center
2023,napa,106281047,lung,2,providence queen of the valley medical center
2023,napa,106281047,pancreas,1,providence queen of the valley medical center
2023,napa,106281047,prostate,5,providence queen of the valley medical center
2023,napa,106281047,rectum,1,providence queen of the valley medical center
2023,napa,106281047,stomach,1,providence queen of the valley medical center
2013,nevada,106291023,breast,34,sierra nevada memorial hospital
2013,nevada,106291023,colon,18,sierra nevada memorial hospital
2013,nevada,106291023,liver,1,sierra nevada memorial hospital
2013,nevada,106291023,lung,3,sierra nevada memorial hospital
2013,nevada,106291023,prostate,4,sierra nevada memorial hospital
2013,nevada,106291023,rectum,3,sierra nevada memorial hospital
2014,nevada,106291023,breast,47,sierra nevada memorial hospital
2014,nevada,106291023,colon,12,sierra nevada memorial hospital
2014,nevada,106291023,lung,4,sierra nevada memorial hospital
2014,nevada,106291023,prostate,1,sierra nevada memorial hospital
2014,nevada,106291023,rectum,5,sierra nevada memorial hospital
2015,nevada,106291023,breast,51,sierra nevada memorial hospital
2015,nevada,106291023,colon,7,sierra nevada memorial hospital
2015,nevada,106291023,lung,1,sierra nevada memorial hospital
2015,nevada,106291023,prostate,2,sierra nevada memorial hospital
2015,nevada,106291023,rectum,1,sierra nevada memorial hospital
2016,nevada,106291023,rectum,7,sierra nevada memorial hospital
2016,nevada,106291023,prostate,1,sierra nevada memorial hospital
2016,nevada,106291023,lung,1,sierra nevada memorial hospital
2016,nevada,106291023,colon,13,sierra nevada memorial hospital
2016,nevada,106291023,breast,63,sierra nevada memorial hospital
2017,nevada,106291023,rectum,7,sierra nevada memorial hospital
2017,nevada,106291023,prostate,1,sierra nevada memorial hospital
2017,nevada,106291023,liver,1,sierra nevada memorial hospital
2017,nevada,106291023,colon,15,sierra nevada memorial hospital
2017,nevada,106291023,lung,1,sierra nevada memorial hospital
2017,nevada,106291023,breast,56,sierra nevada memorial hospital
2018,nevada,106291023,breast,93,sierra nevada memorial hospital
2018,nevada,106291023,colon,13,sierra nevada memorial hospital
2018,nevada,106291023,rectum,6,sierra nevada memorial hospital
2019,nevada,106291023,colon,20,sierra nevada memorial hospital
2019,nevada,106291023,pancreas,1,sierra nevada memorial hospital
2019,nevada,106291023,rectum,7,sierra nevada memorial hospital
2019,nevada,106291023,breast,73,sierra nevada memorial hospital
2020,nevada,106291023,colon,10,sierra nevada memorial hospital
2020,nevada,106291023,rectum,2,sierra nevada memorial hospital
2020,nevada,106291023,breast,44,sierra nevada memorial hospital
2021,nevada,106291023,colon,17,sierra nevada memorial hospital
2021,nevada,106291023,breast,54,sierra nevada memorial hospital
2021,nevada,106291023,bladder,1,sierra nevada memorial hospital
2021,nevada,106291023,liver,3,sierra nevada memorial hospital
2021,nevada,106291023,rectum,2,sierra nevada memorial hospital
2022,nevada,106291023,rectum,1,sierra nevada memorial hospital
2022,nevada,106291023,colon,8,sierra nevada memorial hospital
2022,nevada,106291023,breast,42,sierra nevada memorial hospital
2022,nevada,106291023,bladder,2,sierra nevada memorial hospital
2023,nevada,106291023,breast,40,sierra nevada memorial hospital
2023,nevada,106291023,colon,19,sierra nevada memorial hospital
2023,nevada,106291023,rectum,1,sierra nevada memorial hospital
2013,nevada,106291053,breast,20,tahoe forest hospital
2013,nevada,106291053,colon,4,tahoe forest hospital
2014,nevada,106291053,breast,18,tahoe forest hospital
2014,nevada,106291053,colon,6,tahoe forest hospital
2014,nevada,106291053,rectum,1,tahoe forest hospital
2015,nevada,106291053,breast,15,tahoe forest hospital
2015,nevada,106291053,colon,6,tahoe forest hospital
2016,nevada,106291053,rectum,1,tahoe forest hospital
2016,nevada,106291053,prostate,1,tahoe forest hospital
2016,nevada,106291053,colon,4,tahoe forest hospital
2016,nevada,106291053,breast,18,tahoe forest hospital
2017,nevada,106291053,colon,8,tahoe forest hospital
2017,nevada,106291053,prostate,3,tahoe forest hospital
2017,nevada,106291053,stomach,1,tahoe forest hospital
2017,nevada,106291053,breast,26,tahoe forest hospital
2018,nevada,106291053,breast,1,tahoe forest hospital
2018,nevada,106291053,colon,2,tahoe forest hospital
2018,nevada,106291053,rectum,1,tahoe forest hospital
2019,nevada,106291053,colon,1,tahoe forest hospital
2019,nevada,106291053,prostate,1,tahoe forest hospital
2019,nevada,106291053,rectum,2,tahoe forest hospital
2019,nevada,106291053,breast,48,tahoe forest hospital
2020,nevada,106291053,rectum,3,tahoe forest hospital
2020,nevada,106291053,colon,4,tahoe forest hospital
2020,nevada,106291053,breast,25,tahoe forest hospital
2021,nevada,106291053,breast,33,tahoe forest hospital
2021,nevada,106291053,colon,1,tahoe forest hospital
2021,nevada,106291053,rectum,1,tahoe forest hospital
2022,nevada,106291053,breast,40,tahoe forest hospital
2022,nevada,106291053,colon,5,tahoe forest hospital
2023,nevada,106291053,breast,35,tahoe forest hospital
2023,nevada,106291053,colon,4,tahoe forest hospital
2023,nevada,106291053,rectum,1,tahoe forest hospital
2013,orange,106301098,esophagus,1,ahmc anaheim regional medical center
2013,orange,106301098,stomach,3,ahmc anaheim regional medical center
2013,orange,106301098,breast,105,ahmc anaheim regional medical center
2013,orange,106301098,prostate,3,ahmc anaheim regional medical center
2013,orange,106301098,colon,29,ahmc anaheim regional medical center
2013,orange,106301098,lung,23,ahmc anaheim regional medical center
2013,orange,106301098,brain,1,ahmc anaheim regional medical center
2013,orange,106301098,rectum,3,ahmc anaheim regional medical center
2014,orange,106301098,bladder,1,ahmc anaheim regional medical center
2014,orange,106301098,brain,5,ahmc anaheim regional medical center
2014,orange,106301098,breast,101,ahmc anaheim regional medical center
2014,orange,106301098,colon,27,ahmc anaheim regional medical center
2014,orange,106301098,esophagus,1,ahmc anaheim regional medical center
2014,orange,106301098,lung,16,ahmc anaheim regional medical center
2014,orange,106301098,prostate,3,ahmc anaheim regional medical center
2014,orange,106301098,rectum,4,ahmc anaheim regional medical center
2014,orange,106301098,stomach,4,ahmc anaheim regional medical center
2015,orange,106301098,bladder,2,ahmc anaheim regional medical center
2015,orange,106301098,breast,104,ahmc anaheim regional medical center
2015,orange,106301098,colon,23,ahmc anaheim regional medical center
2015,orange,106301098,esophagus,1,ahmc anaheim regional medical center
2015,orange,106301098,lung,16,ahmc anaheim regional medical center
2015,orange,106301098,prostate,6,ahmc anaheim regional medical center
2015,orange,106301098,rectum,1,ahmc anaheim regional medical center
2015,orange,106301098,stomach,4,ahmc anaheim regional medical center
2016,orange,106301098,stomach,2,ahmc anaheim regional medical center
2016,orange,106301098,rectum,8,ahmc anaheim regional medical center
2016,orange,106301098,prostate,3,ahmc anaheim regional medical center
2016,orange,106301098,lung,20,ahmc anaheim regional medical center
2016,orange,106301098,esophagus,2,ahmc anaheim regional medical center
2016,orange,106301098,colon,23,ahmc anaheim regional medical center
2016,orange,106301098,breast,123,ahmc anaheim regional medical center
2017,orange,106301098,bladder,1,ahmc anaheim regional medical center
2017,orange,106301098,brain,3,ahmc anaheim regional medical center
2017,orange,106301098,lung,11,ahmc anaheim regional medical center
2017,orange,106301098,rectum,1,ahmc anaheim regional medical center
2017,orange,106301098,prostate,8,ahmc anaheim regional medical center
2017,orange,106301098,colon,35,ahmc anaheim regional medical center
2017,orange,106301098,stomach,1,ahmc anaheim regional medical center
2017,orange,106301098,breast,97,ahmc anaheim regional medical center
2018,orange,106301098,colon,27,ahmc anaheim regional medical center
2018,orange,106301098,bladder,2,ahmc anaheim regional medical center
2018,orange,106301098,brain,2,ahmc anaheim regional medical center
2018,orange,106301098,breast,89,ahmc anaheim regional medical center
2018,orange,106301098,esophagus,3,ahmc anaheim regional medical center
2018,orange,106301098,lung,19,ahmc anaheim regional medical center
2018,orange,106301098,pancreas,2,ahmc anaheim regional medical center
2018,orange,106301098,prostate,6,ahmc anaheim regional medical center
2018,orange,106301098,rectum,5,ahmc anaheim regional medical center
