Year,County,Hospital,Hospital ID,Performance Measure,Statewide All PCI Cases,Statewide Elective PCIs ,Statewide Adverse Events,Statewide ObservedAdverse Events Rate (%),Hospital Total PCI Cases,Hospital All/Elective PCI Cases,Hospital Elective PCI Cases,Hospital Primary PCI Cases, Hospital Adverse Events,Hospital ObservedAdverse Events Rate (%), Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%, RAAER)",Latitude,Longitude
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Stroke,"48,904","18,330",19,0.1,173,10,10,163,0,0,0.08,0,37.23924,-121.80269
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,173,10,10,163,0,N/A,N/A,N/A,37.23924,-121.80269
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Mortality,"48,904","18,330","1,245",2.55,173,173,10,163,11,6.36,4.03,4.02,37.23924,-121.80269
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Stroke,"48,904","18,330",194,0.4,173,173,10,163,0,0,0.57,0,37.23924,-121.80269
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,173,173,10,163,0,N/A,N/A,N/A,37.23924,-121.80269
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Mortality,"48,904","18,330",46,0.25,394,44,44,350,0,0,0.18,0,38.47144,-121.42409
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Stroke,"48,904","18,330",19,0.1,394,44,44,350,0,0,0.08,0,38.47144,-121.42409
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,394,44,44,350,0,N/A,N/A,N/A,38.47144,-121.42409
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Mortality,"48,904","18,330","1,245",2.55,394,394,44,350,9,2.28,3.13,1.86,38.47144,-121.42409
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Stroke,"48,904","18,330",194,0.4,394,394,44,350,0,0,0.5,0,38.47144,-121.42409
2020,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,394,394,44,350,0,N/A,N/A,N/A,38.47144,-121.42409
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Mortality,"48,904","18,330",46,0.25,363,83,83,280,0,0,0.15,0,37.8923,-122.05828
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Stroke,"48,904","18,330",19,0.1,363,83,83,280,0,0,0.08,0,37.8923,-122.05828
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,363,83,83,280,0,N/A,N/A,N/A,37.8923,-122.05828
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Mortality,"48,904","18,330","1,245",2.55,363,363,83,280,10,2.75,2.08,3.38,37.8923,-122.05828
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Stroke,"48,904","18,330",194,0.4,363,363,83,280,2,0.55,0.38,0.59,37.8923,-122.05828
2020,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,363,363,83,280,0,N/A,N/A,N/A,37.8923,-122.05828
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Mortality,"48,904","18,330",46,0.25,342,70,70,272,1,1.43,0.15,2.44,38.12839,-122.24761
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Stroke,"48,904","18,330",19,0.1,342,70,70,272,0,0,0.07,0,38.12839,-122.24761
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,342,70,70,272,0,N/A,N/A,N/A,38.12839,-122.24761
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Mortality,"48,904","18,330","1,245",2.55,342,342,70,272,5,1.46,1.97,1.89,38.12839,-122.24761
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Stroke,"48,904","18,330",194,0.4,342,342,70,272,1,0.29,0.44,0.26,38.12839,-122.24761
2020,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,342,342,70,272,1,N/A,N/A,N/A,38.12839,-122.24761
2020,Orange,Los Alamitos Medical Center,106301248,Elective PCI Mortality,"48,904","18,330",46,0.25,182,33,33,149,0,0,0.19,0,33.80327,-118.0674
2020,Orange,Los Alamitos Medical Center,106301248,Elective PCI Stroke,"48,904","18,330",19,0.1,182,33,33,149,0,0,0.08,0,33.80327,-118.0674
2020,Orange,Los Alamitos Medical Center,106301248,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,182,33,33,149,0,N/A,N/A,N/A,33.80327,-118.0674
2020,Orange,Los Alamitos Medical Center,106301248,All PCI Mortality,"48,904","18,330","1,245",2.55,182,182,33,149,4,2.2,2.93,1.91,33.80327,-118.0674
2020,Orange,Los Alamitos Medical Center,106301248,All PCI Stroke,"48,904","18,330",194,0.4,182,182,33,149,1,0.55,0.53,0.41,33.80327,-118.0674
2020,Orange,Los Alamitos Medical Center,106301248,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,182,182,33,149,0,N/A,N/A,N/A,33.80327,-118.0674
2020,Merced,Mercy Medical Center – Merced,106240942,Elective PCI Mortality,"48,904","18,330",46,0.25,59,28,28,31,0,0,0.22,0,37.34023,-120.46518
2020,Merced,Mercy Medical Center – Merced,106240942,Elective PCI Stroke,"48,904","18,330",19,0.1,59,28,28,31,0,0,0.08,0,37.34023,-120.46518
2020,Merced,Mercy Medical Center – Merced,106240942,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,59,28,28,31,0,N/A,N/A,N/A,37.34023,-120.46518
2020,Merced,Mercy Medical Center – Merced,106240942,All PCI Mortality,"48,904","18,330","1,245",2.55,59,59,28,31,2,3.39,1.34,6.45,37.34023,-120.46518
2020,Merced,Mercy Medical Center – Merced,106240942,All PCI Stroke,"48,904","18,330",194,0.4,59,59,28,31,2,3.39,0.24,5.56,37.34023,-120.46518
2020,Merced,Mercy Medical Center – Merced,106240942,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,59,59,28,31,0,N/A,N/A,N/A,37.34023,-120.46518
2020,Tulare,Sierra View Medical Center ,106540798,Elective PCI Mortality,"48,904","18,330",46,0.25,59,35,35,24,0,0,0.19,0,36.06948,-119.02727
2020,Tulare,Sierra View Medical Center ,106540798,Elective PCI Stroke,"48,904","18,330",19,0.1,59,35,35,24,0,0,0.08,0,36.06948,-119.02727
2020,Tulare,Sierra View Medical Center ,106540798,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,59,35,35,24,0,N/A,N/A,N/A,36.06948,-119.02727
2020,Tulare,Sierra View Medical Center ,106540798,All PCI Mortality,"48,904","18,330","1,245",2.55,59,59,35,24,0,0,0.4,0,36.06948,-119.02727
2020,Tulare,Sierra View Medical Center ,106540798,All PCI Stroke,"48,904","18,330",194,0.4,59,59,35,24,0,0,0.23,0,36.06948,-119.02727
2020,Tulare,Sierra View Medical Center ,106540798,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,59,59,35,24,0,N/A,N/A,N/A,36.06948,-119.02727
2020,Alameda,St. Rose Hospital ,106010967,Elective PCI Mortality,"48,904","18,330",46,0.25,187,13,13,174,0,0,0.2,0,37.63291,-122.08962
2020,Alameda,St. Rose Hospital ,106010967,Elective PCI Stroke,"48,904","18,330",19,0.1,187,13,13,174,0,0,0.08,0,37.63291,-122.08962
2020,Alameda,St. Rose Hospital ,106010967,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,187,13,13,174,0,N/A,N/A,N/A,37.63291,-122.08962
2020,Alameda,St. Rose Hospital ,106010967,All PCI Mortality,"48,904","18,330","1,245",2.55,187,187,13,174,15,8.02,5.75,3.56,37.63291,-122.08962
2020,Alameda,St. Rose Hospital ,106010967,All PCI Stroke,"48,904","18,330",194,0.4,187,187,13,174,2,1.07,0.66,0.64,37.63291,-122.08962
2020,Alameda,St. Rose Hospital ,106010967,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,187,187,13,174,1,N/A,N/A,N/A,37.63291,-122.08962
2020,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Mortality,"48,904","18,330",46,0.25,329,56,56,273,0,0,0.23,0,37.98222,-121.8054
2020,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Stroke,"48,904","18,330",19,0.1,329,56,56,273,0,0,0.08,0,37.98222,-121.8054
2020,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,329,56,56,273,0,N/A,N/A,N/A,37.98222,-121.8054
2020,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Mortality,"48,904","18,330","1,245",2.55,329,329,56,273,5,1.52,1.79,2.16,37.98222,-121.8054
2020,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Stroke,"48,904","18,330",194,0.4,329,329,56,273,0,0,0.48,0,37.98222,-121.8054
2020,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,329,329,56,273,0,N/A,N/A,N/A,37.98222,-121.8054
2020,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Mortality,"48,904","18,330",46,0.25,449,89,89,360,0,0,0.2,0,38.76515,-121.24922
2020,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Stroke,"48,904","18,330",19,0.1,449,89,89,360,0,0,0.08,0,38.76515,-121.24922
2020,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Emergency CABG,"48,904","18,330",N/A,N/A,449,89,89,360,0,N/A,N/A,N/A,38.76515,-121.24922
2020,Placer,Sutter Roseville Medical Center ,106311000,All PCI Mortality,"48,904","18,330","1,245",2.55,449,449,89,360,12,2.67,2.93,2.33,38.76515,-121.24922
2020,Placer,Sutter Roseville Medical Center ,106311000,All PCI Stroke,"48,904","18,330",194,0.4,449,449,89,360,2,0.45,0.54,0.33,38.76515,-121.24922
2020,Placer,Sutter Roseville Medical Center ,106311000,All PCI Emergency CABG,"48,904","18,330",N/A,N/A,449,449,89,360,0,N/A,N/A,N/A,38.76515,-121.24922
2019,Fresno,Clovis Community Medical Center,106100005,Elective PCI Mortality,"57,795","22,258",60,0.27,458,297,297,161,0,0,0.2,0,36.83745,-119.66072
2019,Fresno,Clovis Community Medical Center,106100005,Elective PCI Stroke,"57,795","22,258",37,0.17,458,297,297,161,0,0,0.19,0,36.83745,-119.66072
2019,Fresno,Clovis Community Medical Center,106100005,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,458,297,297,161,2,N/A,N/A,N/A,36.83745,-119.66072
2019,Fresno,Clovis Community Medical Center,106100005,All PCI Mortality,"57,795","22,258","1,319",2.28,458,458,297,161,7,1.53,0.89,3.91,36.83745,-119.66072
2019,Fresno,Clovis Community Medical Center,106100005,All PCI Stroke,"57,795","22,258",218,0.38,458,458,297,161,0,0,0.28,0,36.83745,-119.66072
2019,Fresno,Clovis Community Medical Center,106100005,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,458,458,297,161,4,N/A,N/A,N/A,36.83745,-119.66072
2019,Riverside,Corona Regional Medical Center – Main,106331152,Elective PCI Mortality,"57,795","22,258",60,0.27,138,40,40,98,0,0,0.14,0,33.87334,-117.5668
2019,Riverside,Corona Regional Medical Center – Main,106331152,Elective PCI Stroke,"57,795","22,258",37,0.17,138,40,40,98,0,0,0.16,0,33.87334,-117.5668
2019,Riverside,Corona Regional Medical Center – Main,106331152,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,138,40,40,98,0,N/A,N/A,N/A,33.87334,-117.5668
2019,Riverside,Corona Regional Medical Center – Main,106331152,All PCI Mortality,"57,795","22,258","1,319",2.28,138,138,40,98,2,1.45,2.11,1.56,33.87334,-117.5668
2019,Riverside,Corona Regional Medical Center – Main,106331152,All PCI Stroke,"57,795","22,258",218,0.38,138,138,40,98,0,0,0.37,0,33.87334,-117.5668
2019,Riverside,Corona Regional Medical Center – Main,106331152,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,138,138,40,98,0,N/A,N/A,N/A,33.87334,-117.5668
2019,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Mortality,"57,795","22,258",60,0.27,324,68,68,256,0,0,0.13,0,37.51052,-120.83966
2019,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Stroke,"57,795","22,258",37,0.17,324,68,68,256,0,0,0.15,0,37.51052,-120.83966
2019,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,324,68,68,256,0,N/A,N/A,N/A,37.51052,-120.83966
2019,Stanislaus,Emanuel Medical Center ,106500867,All PCI Mortality,"57,795","22,258","1,319",2.28,324,324,68,256,5,1.54,2.41,1.46,37.51052,-120.83966
2019,Stanislaus,Emanuel Medical Center ,106500867,All PCI Stroke,"57,795","22,258",218,0.38,324,324,68,256,3,0.93,0.38,0.92,37.51052,-120.83966
2019,Stanislaus,Emanuel Medical Center ,106500867,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,324,324,68,256,1,N/A,N/A,N/A,37.51052,-120.83966
2019,Alameda,Highland Hospital ,106010846,Elective PCI Mortality,"57,795","22,258",60,0.27,164,10,10,154,0,0,0.18,0,37.79925,-122.23138
2019,Alameda,Highland Hospital ,106010846,Elective PCI Stroke,"57,795","22,258",37,0.17,164,10,10,154,0,0,0.14,0,37.79925,-122.23138
2019,Alameda,Highland Hospital ,106010846,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,164,10,10,154,0,N/A,N/A,N/A,37.79925,-122.23138
2019,Alameda,Highland Hospital ,106010846,All PCI Mortality,"57,795","22,258","1,319",2.28,164,164,10,154,8,4.88,4.59,2.42,37.79925,-122.23138
2019,Alameda,Highland Hospital ,106010846,All PCI Stroke,"57,795","22,258",218,0.38,164,164,10,154,0,0,0.49,0,37.79925,-122.23138
2019,Alameda,Highland Hospital ,106010846,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,164,164,10,154,1,N/A,N/A,N/A,37.79925,-122.23138
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,Elective PCI Mortality,"57,795","22,258",60,0.27,116,3,3,113,0,0,0.09,0,33.70677,-116.23391
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,Elective PCI Stroke,"57,795","22,258",37,0.17,116,3,3,113,0,0,0.15,0,33.70677,-116.23391
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,116,3,3,113,0,N/A,N/A,N/A,33.70677,-116.23391
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,All PCI Mortality,"57,795","22,258","1,319",2.28,116,116,3,113,2,1.72,3.52,1.12,33.70677,-116.23391
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,All PCI Stroke,"57,795","22,258",218,0.38,116,116,3,113,1,0.86,0.6,0.55,33.70677,-116.23391
2019,Riverside,John F. Kennedy Memorial Hospital ,106331216,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,116,116,3,113,0,N/A,N/A,N/A,33.70677,-116.23391
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Elective PCI Mortality,"57,795","22,258",60,0.27,319,76,76,243,0,0,0.13,0,37.82402,-122.25791
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Elective PCI Stroke,"57,795","22,258",37,0.17,319,76,76,243,0,0,0.17,0,37.82402,-122.25791
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,319,76,76,243,0,N/A,N/A,N/A,37.82402,-122.25791
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,All PCI Mortality,"57,795","22,258","1,319",2.28,319,319,76,243,10,3.13,2.8,2.56,37.82402,-122.25791
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,All PCI Stroke,"57,795","22,258",218,0.38,319,319,76,243,2,0.63,0.37,0.64,37.82402,-122.25791
2019,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,319,319,76,243,0,N/A,N/A,N/A,37.82402,-122.25791
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Mortality,"57,795","22,258",60,0.27,455,176,176,279,0,0,0.13,0,33.65816,-117.7749
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Stroke,"57,795","22,258",37,0.17,455,176,176,279,0,0,0.14,0,33.65816,-117.7749
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,455,176,176,279,0,N/A,N/A,N/A,33.65816,-117.7749
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Mortality,"57,795","22,258","1,319",2.28,455,455,176,279,1,0.22,0.67,0.75,33.65816,-117.7749
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Stroke,"57,795","22,258",218,0.38,455,455,176,279,2,0.44,0.23,0.72,33.65816,-117.7749
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,455,455,176,279,1,N/A,N/A,N/A,33.65816,-117.7749
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Mortality,"57,795","22,258",60,0.27,532,111,111,421,0,0,0.13,0,38.74636,-121.25107
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Stroke,"57,795","22,258",37,0.17,532,111,111,421,0,0,0.17,0,38.74636,-121.25107
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,532,111,111,421,0,N/A,N/A,N/A,38.74636,-121.25107
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Mortality,"57,795","22,258","1,319",2.28,532,532,111,421,5,0.94,1.35,1.59,38.74636,-121.25107
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Stroke,"57,795","22,258",218,0.38,532,532,111,421,0,0,0.37,0,38.74636,-121.25107
2019,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,532,532,111,421,1,N/A,N/A,N/A,38.74636,-121.25107
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Mortality,"57,795","22,258",60,0.27,108,8,8,100,0,0,0.07,0,37.23924,-121.80269
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Stroke,"57,795","22,258",37,0.17,108,8,8,100,0,0,0.12,0,37.23924,-121.80269
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,108,8,8,100,0,N/A,N/A,N/A,37.23924,-121.80269
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Mortality,"57,795","22,258","1,319",2.28,108,108,8,100,4,3.7,3.39,2.49,37.23924,-121.80269
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Stroke,"57,795","22,258",218,0.38,108,108,8,100,1,0.93,0.46,0.76,37.23924,-121.80269
2019,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,108,108,8,100,1,N/A,N/A,N/A,37.23924,-121.80269
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Mortality,"57,795","22,258",60,0.27,499,74,74,425,0,0,0.14,0,38.47144,-121.42409
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Stroke,"57,795","22,258",37,0.17,499,74,74,425,0,0,0.16,0,38.47144,-121.42409
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,499,74,74,425,0,N/A,N/A,N/A,38.47144,-121.42409
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Mortality,"57,795","22,258","1,319",2.28,499,499,74,425,8,1.6,2.26,1.61,38.47144,-121.42409
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Stroke,"57,795","22,258",218,0.38,499,499,74,425,2,0.4,0.41,0.37,38.47144,-121.42409
2019,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,499,499,74,425,1,N/A,N/A,N/A,38.47144,-121.42409
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Mortality,"57,795","22,258",60,0.27,475,141,141,334,0,0,0.14,0,37.8923,-122.05828
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Stroke,"57,795","22,258",37,0.17,475,141,141,334,1,0.71,0.19,0.62,37.8923,-122.05828
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,475,141,141,334,0,N/A,N/A,N/A,37.8923,-122.05828
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Mortality,"57,795","22,258","1,319",2.28,475,475,141,334,4,0.84,1.42,1.35,37.8923,-122.05828
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Stroke,"57,795","22,258",218,0.38,475,475,141,334,2,0.42,0.35,0.46,37.8923,-122.05828
2019,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,475,475,141,334,0,N/A,N/A,N/A,37.8923,-122.05828
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Mortality,"57,795","22,258",60,0.27,356,89,89,267,0,0,0.13,0,38.12839,-122.24761
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Stroke,"57,795","22,258",37,0.17,356,89,89,267,1,1.12,0.16,1.21,38.12839,-122.24761
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,356,89,89,267,0,N/A,N/A,N/A,38.12839,-122.24761
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Mortality,"57,795","22,258","1,319",2.28,356,356,89,267,5,1.4,1.27,2.51,38.12839,-122.24761
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Stroke,"57,795","22,258",218,0.38,356,356,89,267,4,1.12,0.32,1.35,38.12839,-122.24761
2019,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,356,356,89,267,0,N/A,N/A,N/A,38.12839,-122.24761
2019,Orange,Los Alamitos Medical Center,106301248,Elective PCI Mortality,"57,795","22,258",60,0.27,219,42,42,177,0,0,0.17,0,33.80327,-118.0674
2019,Orange,Los Alamitos Medical Center,106301248,Elective PCI Stroke,"57,795","22,258",37,0.17,219,42,42,177,0,0,0.17,0,33.80327,-118.0674
2019,Orange,Los Alamitos Medical Center,106301248,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,219,42,42,177,0,N/A,N/A,N/A,33.80327,-118.0674
2019,Orange,Los Alamitos Medical Center,106301248,All PCI Mortality,"57,795","22,258","1,319",2.28,219,219,42,177,14,6.39,4.78,3.05,33.80327,-118.0674
2019,Orange,Los Alamitos Medical Center,106301248,All PCI Stroke,"57,795","22,258",218,0.38,219,219,42,177,0,0,0.48,0,33.80327,-118.0674
2019,Orange,Los Alamitos Medical Center,106301248,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,219,219,42,177,0,N/A,N/A,N/A,33.80327,-118.0674
2019,Alameda,St. Rose Hospital ,106010967,Elective PCI Mortality,"57,795","22,258",60,0.27,235,21,21,214,0,0,0.16,0,37.63291,-122.08962
2019,Alameda,St. Rose Hospital ,106010967,Elective PCI Stroke,"57,795","22,258",37,0.17,235,21,21,214,0,0,0.21,0,37.63291,-122.08962
2019,Alameda,St. Rose Hospital ,106010967,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,235,21,21,214,0,N/A,N/A,N/A,37.63291,-122.08962
2019,Alameda,St. Rose Hospital ,106010967,All PCI Mortality,"57,795","22,258","1,319",2.28,235,235,21,214,9,3.83,5.17,1.69,37.63291,-122.08962
2019,Alameda,St. Rose Hospital ,106010967,All PCI Stroke,"57,795","22,258",218,0.38,235,235,21,214,1,0.43,0.59,0.27,37.63291,-122.08962
2019,Alameda,St. Rose Hospital ,106010967,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,235,235,21,214,0,N/A,N/A,N/A,37.63291,-122.08962
2019,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Mortality,"57,795","22,258",60,0.27,293,43,43,250,0,0,0.2,0,37.98222,-121.8054
2019,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Stroke,"57,795","22,258",37,0.17,293,43,43,250,0,0,0.24,0,37.98222,-121.8054
2019,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,293,43,43,250,0,N/A,N/A,N/A,37.98222,-121.8054
2019,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Mortality,"57,795","22,258","1,319",2.28,293,293,43,250,7,2.39,2.21,2.46,37.98222,-121.8054
2019,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Stroke,"57,795","22,258",218,0.38,293,293,43,250,0,0,0.44,0,37.98222,-121.8054
2019,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,293,293,43,250,1,N/A,N/A,N/A,37.98222,-121.8054
2019,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Mortality,"57,795","22,258",60,0.27,398,65,65,333,0,0,0.18,0,38.76515,-121.24922
2019,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Stroke,"57,795","22,258",37,0.17,398,65,65,333,0,0,0.17,0,38.76515,-121.24922
2019,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Emergency CABG,"57,795","22,258",N/A,N/A,398,65,65,333,0,N/A,N/A,N/A,38.76515,-121.24922
2019,Placer,Sutter Roseville Medical Center ,106311000,All PCI Mortality,"57,795","22,258","1,319",2.28,398,398,65,333,8,2.01,3.58,1.28,38.76515,-121.24922
2019,Placer,Sutter Roseville Medical Center ,106311000,All PCI Stroke,"57,795","22,258",218,0.38,398,398,65,333,2,0.5,0.56,0.34,38.76515,-121.24922
2019,Placer,Sutter Roseville Medical Center ,106311000,All PCI Emergency CABG,"57,795","22,258",N/A,N/A,398,398,65,333,1,N/A,N/A,N/A,38.76515,-121.24922
2018,Fresno,Clovis Community Medical Center,106100005,Elective PCI Mortality,"39,866","14,674",44,0.3,208,121,121,87,0,0,0.21,0,36.83745,-119.66072
2018,Fresno,Clovis Community Medical Center,106100005,Elective PCI Stroke,"39,866","14,674",16,0.11,208,121,121,87,0,0,0.11,0,36.83745,-119.66072
