Year,County,OSHPDID,Hospital Name,Postoperative Sepsis Cases,Elective Surgical Discharges,Risk-adjusted Postoperative Sepsis Rate,Risk-adjusted Performance Rating,Latitude,Longitude
2020,Santa Clara,106430779,Good Samaritan Hospital – San Jose,5,996,0.51,Average,37.25116,-121.9449
2020,Santa Clara,106430837,O’Connor Hospital,1,333,0.49,Average,37.32714,-121.93727
2020,Santa Clara,106430883,Santa Clara Valley Medical Center,9,915,1,Average,37.31346,-121.93202
2020,Santa Clara,106430905,Stanford Health Care,76,7179,0.64,Average,37.433,-122.175881
2020,Santa Clara,106431506,Kaiser Foundation Hospital – San Jose,2,1060,0.11,Above Average,37.23924,-121.80269
2020,Santa Clara,106434138,Saint Louise Regional Hospital,0,28,0,Average,37.03731,-121.57411
2020,Santa Clara,106434153,Kaiser Foundation Hospital – Santa Clara,9,1433,0.28,Above Average,37.334597,-121.995774
2020,Santa Cruz,106440755,Dominican Hospital,9,615,1.65,Below Average,36.98806,-121.98489
2020,Santa Cruz,106444013,Watsonville Community Hospital,0,45,0,Average,36.92839,-121.79173
2020,Shasta,106450940,Shasta Regional Medical Center,0,652,0,Average,40.58562,-122.387731
2020,Shasta,106450949,Mercy Medical Center – Redding,2,800,0.34,Average,40.57204,-122.39742
2020,Shasta,106454013,Patients’ Hospital of Redding,0,143,0,Average,40.58563,-122.41632
2020,Siskiyou,106470871,Mercy Medical Center Mt. Shasta,0,61,0,Average,41.31894,-122.32309
2020,Siskiyou,106474007,Fairchild Medical Center,0,88,0,Average,41.71949,-122.645801
2020,Solano,106480989,Kaiser Foundation Hospital & Rehabilitation Center – Vallejo,1,220,0.15,Average,38.12839,-122.24761
2020,Solano,106481094,Sutter Solano Medical Center,1,346,0.32,Average,38.13109,-122.23852
2020,Solano,106481357,NorthBay Medical Center,3,340,0.99,Average,38.26097,-122.05076
2020,Solano,106484044,Kaiser Foundation Hospital – Vacaville,1,407,0.23,Average,38.3894968,-121.9373177
2020,Sonoma,106490964,Healdsburg District Hospital,0,60,0,Average,38.62764,-122.86385
2020,Sonoma,106491001,Petaluma Valley Hospital,0,41,0,Average,38.25323,-122.63302
2020,Sonoma,106491064,Santa Rosa Memorial Hospital – Montgomery,0,778,0,Average,38.4429,-122.70149
2020,Sonoma,106491076,Sonoma Valley Hospital,0,103,0,Average,38.28841,-122.46524
2020,Sonoma,106491338,Sonoma Specialty Hospital,0,3,0,Average,38.39825,-122.82115
2020,Sonoma,106494019,Kaiser Foundation Hospital – Santa Rosa,2,280,0.46,Average,38.47087,-122.73119
2020,Sonoma,106494106,Sutter Santa Rosa Regional Hospital,4,1078,0.78,Average,38.49636,-122.7514
2020,Stanislaus,106500852,Doctors Medical Center,3,608,0.96,Average,37.66439,-120.99631
2020,Stanislaus,106500867,Emanuel Medical Center,1,139,0.69,Average,37.51052,-120.83966
2020,Stanislaus,106500939,Memorial Medical Center – Modesto,10,1228,1.25,Below Average,37.66868,-120.973381
2020,Stanislaus,106504038,Stanislaus Surgical Hospital,0,336,0,Average,37.66395,-120.95756
2020,Sutter,106514030,Sutter Surgical Hospital – North Valley,0,379,0,Average,39.13216,-121.61354
2020,Tehama,106521041,Saint Elizabeth Community Hospital,0,113,0,Average,40.1495,-122.21887
2020,Tulare,106540734,Kaweah Delta Medical Center,5,1185,0.56,Average,36.32753,-119.29345
2020,Tulare,106540798,Sierra View Medical Center,1,206,1.42,Average,36.06948,-119.02727
2020,Tulare,106540816,Adventist Health Tulare,0,12,0,Average,36.2210166,-119.3385341
2020,Tuolumne,106554011,Adventist Health Sonora – Greenley,1,274,0.57,Average,37.97568,-120.369
2020,Ventura,106560473,Community Memorial Hospital – San Buenaventura,7,1241,0.82,Average,34.274589,-119.258124
2020,Ventura,106560492,Los Robles Hospital and Medical Center,2,2167,0.19,Average,34.20762,-118.882411
2020,Ventura,106560501,Ojai Valley Community Hospital,0,24,0,Average,34.44221,-119.26311
2020,Ventura,106560508,Saint John’s Pleasant Valley Hospital,2,108,1.99,Average,34.24177,-119.018
2020,Ventura,106560525,Adventist Health Simi Valley,1,198,0.81,Average,34.28973,-118.74394
2020,Ventura,106560529,Saint John’s Regional Medical Center,2,669,0.49,Average,34.21687,-119.15819
2020,Yolo,106571086,Woodland Memorial Hospital,0,282,0,Average,38.66284,-121.7933
2020,Yolo,106574010,Sutter Davis Hospital,0,120,0,Average,38.56289,-121.77164
2020,Yuba,106580996,Adventist Health and Rideout,2,338,0.74,Average,39.138805,-121.593602
2021,STATEWIDE,n/a,n/a,1054,219063,0.48,n/a,n/a,n/a
2021,Alameda,106010735,Alameda Hospital,0,96,0,Average,37.76266,-122.253991
2021,Alameda,106010937,Alta Bates Summit Medical Center,10,1141,1.07,Below Average,37.82106,-122.26257
2021,Alameda,106010739,Alta Bates Summit Medical Center – Alta Bates Campus,4,592,0.97,Average,37.85645,-122.25743
2021,Alameda,106014233,Eden Medical Center,5,396,2.03,Below Average,37.6983769,-122.0874055
2021,Alameda,106010846,Highland Hospital,1,445,0.22,Average,37.79925,-122.23138
2021,Alameda,106014132,Kaiser Foundation Hospital – Fremont,1,242,0.36,Average,37.55055,-121.97483
2021,Alameda,106014326,Kaiser Foundation Hospital – Oakland/Richmond,8,2655,0.2,Above Average,37.82402,-122.25791
2021,Alameda,106014337,Kaiser Foundation Hospital – San Leandro,5,610,0.53,Average,37.70611,-122.16917
2021,Alameda,106010967,St. Rose Hospital,1,215,2.11,Average,37.63291,-122.08962
2021,Alameda,106014050,Stanford Health Care Tri-Valley,4,611,0.59,Average,37.69206,-121.88095
2021,Alameda,106010987,Washington Hospital – Fremont,3,571,0.95,Average,37.55847,-121.98006
2021,Amador,106034002,Sutter Amador Hospital,0,79,0,Average,38.34743,-120.77272
2021,Butte,106040962,Enloe Medical Center– Esplanade,2,1287,0.26,Average,39.74226,-121.84918
2021,Butte,106040937,Oroville Hospital,11,407,1.17,Below Average,39.50485,-121.5428
2021,Calaveras,106050932,Mark Twain Medical Center,0,32,0,Average,38.19057,-120.67095
2021,Contra Costa,106070924,Contra Costa Regional Medical Center,0,156,0,Average,38.00646,-122.13101
2021,Contra Costa,106071018,John Muir Medical Center – Concord Campus,17,1441,0.99,Below Average,37.98615,-122.03874
2021,Contra Costa,106070988,John Muir Medical Center – Walnut Creek Campus,6,1964,0.4,Average,37.91304,-122.040781
2021,Contra Costa,106074097,Kaiser Foundation Hospital – Antioch,3,321,0.58,Average,37.951975,-121.776854
2021,Contra Costa,106070990,Kaiser Foundation Hospital – Walnut Creek,1,371,0.12,Average,37.8923,-122.05828
2021,Contra Costa,106074017,San Ramon Regional Medical Center,0,424,0,Average,37.77549,-121.95884
2021,Contra Costa,106070934,Sutter Delta Medical Center,0,62,0,Average,37.98222,-121.8054
2021,Del Norte,106084001,Sutter Coast Hospital,0,53,0,Average,41.77278,-124.19514
2021,El Dorado,106090793,Barton Memorial Hospital,1,79,1.63,Average,38.91228,-119.99758
2021,El Dorado,106090933,Marshall Medical Center,0,220,0,Average,38.72556,-120.79092
2021,Fresno,106100797,Adventist Health Reedley,0,26,0,Average,36.60789,-119.45145
2021,Fresno,106100005,Clovis Community Medical Center,1,606,0.2,Average,36.83745,-119.66072
2021,Fresno,106100717,Community Regional Medical Center – Fresno,15,3446,0.49,Average,36.74252,-119.784071
2021,Fresno,106104047,Fresno Surgical Hospital,0,1052,0,Average,36.82531,-119.78155
2021,Fresno,106104062,Kaiser Foundation Hospital – Fresno,0,329,0,Average,36.84246,-119.7832
2021,Fresno,106100899,Saint Agnes Medical Center,7,1502,0.42,Average,36.8370782,-119.7649963
2021,Humboldt,106121002,Mad River Community Hospital,0,17,0,Average,40.90351,-124.09038
2021,Humboldt,106121051,Providence Redwood Memorial Hospital,0,15,0,Average,40.58267,-124.13549
2021,Humboldt,106121080,Providence St. Joseph Hospital – Eureka,1,453,0.18,Average,40.7832,-124.14216
2021,Imperial,106130699,El Centro Regional Medical Center,3,92,2.42,Below Average,32.78138,-115.49824
2021,Imperial,106130760,Pioneers Memorial Healthcare District,0,108,0,Average,32.96003,-115.55183
2021,Inyo,106141273,Northern Inyo Hospital,0,12,0,Average,37.36207,-118.40756
2021,Kern,106150788,Adventist Health Bakersfield,4,1043,0.66,Average,35.383064,-119.018775
2021,Kern,106150706,Adventist Health Delano,1,66,3.85,Average,35.76143,-119.23706
2021,Kern,106154101,Bakersfield Heart Hospital,0,197,0,Average,35.38619,-119.04314
2021,Kern,106150722,Bakersfield Memorial Hospital,2,1072,0.3,Average,35.39051,-119.00658
2021,Kern,106150736,Kern Medical Center,3,397,0.92,Average,35.380833,-118.967222
2021,Kern,106150761,Mercy Hospital – Bakersfield,1,620,0.32,Average,35.37323,-119.02715
2021,Kern,106150782,Ridgecrest Regional Hospital,0,43,0,Average,35.6404,-117.66996
2021,Kings,106164029,Adventist Health Hanford,0,431,0,Average,36.3256247,-119.6683912
2021,Lake,106171049,Adventist Health Clearlake,0,8,0,Average,38.93619,-122.6202
2021,Lake,106171395,Sutter Lakeside Hospital,1,44,0.88,Average,39.10232,-122.91003
2021,Lassen,106184008,Banner Lassen Medical Center,0,6,0,Average,40.42306,-120.64609
2021,Los Angeles,106190323,Adventist Health Glendale,5,1197,0.58,Average,34.14951,-118.23109
2021,Los Angeles,106190878,Adventist Health White Memorial,0,1045,0,Average,34.05085,-118.21691
2021,Los Angeles,106190017,Alhambra Hospital Medical Center,1,92,1.15,Average,34.08988,-118.1449
2021,Los Angeles,106190034,Antelope Valley Hospital,1,456,0.34,Average,34.6878,-118.157981
2021,Los Angeles,106190081,Beverly Hospital,5,412,1.64,Below Average,34.01614,-118.10132
2021,Los Angeles,106190125,California Hospital Medical Center – Los Angeles,1,410,0.59,Average,34.03721,-118.26551
2021,Los Angeles,106190137,Casa Colina Hospital,1,376,0.34,Average,34.096265,-117.745655
2021,Los Angeles,106190500,Cedars – Sinai Marina Del Rey Hospital,2,802,0.71,Average,33.98125,-118.43971
2021,Los Angeles,106190555,Cedars – Sinai Medical Center,61,6118,0.82,Below Average,34.07681,-118.38061
2021,Los Angeles,106190148,Centinela Hospital Medical Center,3,187,1.25,Average,33.94917,-118.34788
2021,Los Angeles,106190176,City of Hope Helford Clinical Research Hospital,15,1459,0.47,Average,34.13219,-117.97356
2021,Los Angeles,106190766,Coast Plaza Hospital,0,27,0,Average,33.91255,-118.09915
2021,Los Angeles,106190587,College Medical Center,0,5,0,Average,33.80759,-118.19355
2021,Los Angeles,106190475,Community Hospital Long Beach,0,4,0,Average,33.78871,-118.14578
2021,Los Angeles,106190197,Community Hospital of Huntington Park,0,11,0,Average,33.98929,-118.22466
2021,Los Angeles,106190681,DOCS Surgical Hospital,0,599,0,Average,34.0572,-118.36195
2021,Los Angeles,106190256,East Los Angeles Doctors Hospital,0,89,0,Average,34.02383,-118.18377
2021,Los Angeles,106190298,Emanate Health Foothill Presbyterian Hospital,2,162,1,Average,34.13384,-117.87244
2021,Los Angeles,106190413,Emanate Health Inter – Community Hospital,3,561,0.62,Average,34.08993,-117.89264
2021,Los Angeles,106190636,Emanate Health Queen of the Valley Hospital,4,918,0.84,Average,34.06242,-117.94528
2021,Los Angeles,106190280,Encino Hospital Medical Center,0,14,0,Average,34.15686,-118.48662
2021,Los Angeles,106190315,Garfield Medical Center,5,644,0.89,Average,34.06826,-118.12302
2021,Los Angeles,106190522,Glendale Memorial Hospital and Health Center,1,443,0.29,Average,34.1284,-118.25769
2021,Los Angeles,106190352,Greater El Monte Community Hospital,0,4,0,Average,34.04827,-118.04257
2021,Los Angeles,106190949,Henry Mayo Newhall Hospital,1,307,0.5,Average,34.39545,-118.55476
2021,Los Angeles,106190382,Hollywood Presbyterian Medical Center,1,875,0.14,Average,34.09557,-118.29163
2021,Los Angeles,106190400,Huntington Hospital,10,2143,0.53,Average,34.13565,-118.1518
2021,Los Angeles,106196035,Kaiser Foundation Hospital – Baldwin Park,5,461,0.7,Average,34.06348,-117.986
2021,Los Angeles,106196403,Kaiser Foundation Hospital – Downey,4,931,0.39,Average,33.9171234,-118.1290216
2021,Los Angeles,106190429,Kaiser Foundation Hospital – Los Angeles,23,3261,0.62,Average,34.09875,-118.295371
2021,Los Angeles,106190432,Kaiser Foundation Hospital – Panorama City,4,581,0.5,Average,34.2198,-118.43103
2021,Los Angeles,106190431,Kaiser Foundation Hospital – South Bay,2,519,0.25,Average,33.78926,-118.29373
2021,Los Angeles,106190434,Kaiser Foundation Hospital – West LA,8,799,0.73,Average,34.03793,-118.37568
2021,Los Angeles,106191450,Kaiser Foundation Hospital – Woodland Hills,2,345,0.28,Average,34.17198,-118.58829
2021,Los Angeles,106194219,Keck Hospital of USC,26,4032,0.31,Above Average,34.06284,-118.20287
2021,Los Angeles,106190661,L.A. Downtown Medical Center,0,77,0,Average,34.06879,-118.26324
2021,Los Angeles,106190240,Lakewood Regional Medical Center,3,160,1.5,Average,33.859731,-118.1492012
2021,Los Angeles,106190198,Los Angeles Community Hospital,1,80,0.38,Average,34.01897,-118.1875
2021,Los Angeles,106191231,Los Angeles County Olive View – UCLA Medical Center,5,744,0.75,Average,34.32418,-118.45255
2021,Los Angeles,106191227,Los Angeles County/Harbor – UCLA Medical Center,2,1084,0.24,Average,33.83155,-118.29353
2021,Los Angeles,106191306,Los Angeles County/Rancho Los Amigos National Rehab Center,2,158,0.97,Average,33.92723,-118.15795
2021,Los Angeles,106191228,Los Angeles County+USC Medical Center,9,1964,0.5,Average,34.05982,-118.21031
2021,Los Angeles,106190521,Memorial Hospital of Gardena,0,51,0,Average,33.89246,-118.29493
2021,Los Angeles,106190525,MemorialCare Long Beach Medical Center,11,2450,0.61,Average,33.80801,-118.1852
2021,Los Angeles,106190524,Mission Community Hospital – Panorama Campus,2,582,1.46,Average,34.22138,-118.45639
2021,Los Angeles,106190547,Monterey Park Hospital,1,161,1.02,Average,34.05308,-118.13665
2021,Los Angeles,106190568,Northridge Hospital Medical Center,1,335,0.36,Average,34.22075,-118.53186
2021,Los Angeles,106190570,Norwalk Community Hospital,0,4,0,Average,33.91108,-118.0644
2021,Los Angeles,106190696,Pacifica Hospital of the Valley,0,29,0,Average,34.24088,-118.39555
2021,Los Angeles,106196405,Palmdale Regional Medical Center,4,480,1.46,Average,34.5843754,-118.1443461
2021,Los Angeles,106190392,PIH Health Good Samaritan Hospital,5,1040,0.55,Average,34.05324,-118.26522
2021,Los Angeles,106190243,PIH Health Hospital – Downey,0,283,0,Average,33.93515,-118.13196
2021,Los Angeles,106190631,PIH Health Hospital – Whittier,12,855,1.48,Below Average,33.9697943,-118.049255
2021,Los Angeles,106190630,Pomona Valley Hospital Medical Center,4,723,0.54,Average,34.07709,-117.750621
2021,Los Angeles,106190517,Providence Cedars – Sinai Tarzana Medical Center,4,925,0.49,Average,34.17067,-118.532001
2021,Los Angeles,106190385,Providence Holy Cross Medical Center,11,1538,0.61,Average,34.2791,-118.45951
2021,Los Angeles,106190680,Providence Little Company of Mary Medical Center – San Pedro,2,202,1.89,Average,33.737939,-118.303893
2021,Los Angeles,106190470,Providence Little Company of Mary Medical Center – Torrance,3,1111,0.22,Average,33.83891,-118.356771
2021,Los Angeles,106190756,Providence Saint John's Health Center,6,2556,0.37,Average,34.029804,-118.478668
2021,Los Angeles,106190758,Providence Saint Joseph Medical Center,3,966,0.38,Average,34.15486,-118.32655
2021,Los Angeles,106190796,Ronald Reagan UCLA Medical Center,32,3820,0.54,Average,34.068889,-118.445
2021,Los Angeles,106190673,San Dimas Community Hospital,0,82,0,Average,34.099076,-117.834328
2021,Los Angeles,106190200,San Gabriel Valley Medical Center,1,565,0.33,Average,34.1024,-118.10503
2021,Los Angeles,106190687,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,7,1492,0.42,Average,34.027539,-118.486123
2021,Los Angeles,106190708,Sherman Oaks Hospital,1,77,5.19,Average,34.15995,-118.4488
2021,Los Angeles,106190110,Southern California Hospital at Culver City,1,675,0.22,Average,34.0231953,-118.3969429
2021,Los Angeles,106190380,Southern California Hospital at Hollywood,0,14,0,Average,34.09628,-118.32501
2021,Los Angeles,106190754,St. Francis Medical Center,1,262,0.71,Average,33.93085,-118.20415
2021,Los Angeles,106190053,St. Mary Medical Center – Long Beach,0,439,0,Average,33.7802376,-118.1866412
2021,Los Angeles,106190422,Torrance Memorial Medical Center,12,2569,0.55,Average,33.8119157,-118.3434945
2021,Los Angeles,106190529,USC Arcadia Hospital,2,1018,0.27,Average,34.13603,-118.03879
2021,Los Angeles,106190818,USC Verdugo Hills Hospital,2,346,0.61,Average,34.20557,-118.2152
2021,Los Angeles,106190812,Valley Presbyterian Hospital,4,758,1.56,Average,34.19396,-118.4632
2021,Los Angeles,106190857,West Covina Medical Center,0,81,0,Average,34.07042,-117.94505
2021,Los Angeles,106190859,West Hills Hospital and Medical Center,5,251,1.05,Average,34.20337,-118.62939
2021,Los Angeles,106190883,Whittier Hospital Medical Center,0,98,0,Average,33.95379,-118.00303
2021,Madera,106201281,Madera Community Hospital,1,67,0.95,Average,36.94538,-120.0447
2021,Marin,106210992,Kaiser Foundation Hospital – San Rafael,1,168,0.31,Average,38.0041,-122.55376
2021,Marin,106211006,MarinHealth Medical Center,1,643,0.22,Average,37.94651,-122.53715
2021,Marin,106214034,Novato Community Hospital,0,493,0,Average,38.09827,-122.55974
2021,Mendocino,106234038,Adventist Health Howard Memorial,0,445,0,Average,39.39927,-123.35486
2021,Mendocino,106231396,Adventist Health Ukiah Valley,0,140,0,Average,39.15216,-123.202741
2021,Merced,106240924,Memorial Hospital Los Banos,0,7,0,Average,37.06273,-120.86147
2021,Merced,106240942,Mercy Medical Center – Merced,0,225,0,Average,37.3402309,-120.4651815
2021,Mono,106260011,Mammoth Hospital,0,104,0,Average,37.64524,-118.96408
2021,Monterey,106270744,Community Hospital of the Monterey Peninsula,13,1360,1.22,Below Average,36.59827,-121.92488
2021,Monterey,106274043,Natividad Medical Center,0,195,0,Average,36.69686,-121.6297
2021,Monterey,106270875,Salinas Valley Memorial Hospital,0,518,0,Average,36.65909,-121.646291
2021,Napa,106281078,Adventist Health St. Helena,1,528,0.23,Average,38.53937349,-122.473003
2021,Napa,106281047,Providence Queen of the Valley Medical Center,2,345,0.6,Average,38.32363,-122.296
2021,Nevada,106291023,Sierra Nevada Memorial Hospital,0,88,0,Average,39.22808,-121.047201
2021,Nevada,106291053,Tahoe Forest Hospital,0,54,0,Average,39.324536,-120.201516
2021,Orange,106301098,AHMC Anaheim Regional Medical Center,3,289,0.85,Average,33.84725,-117.93248
2021,Orange,106301188,Anaheim Global Medical Center,1,77,0.96,Average,33.8209,-117.90921
2021,Orange,106301140,Chapman Global Medical Center,1,492,0.82,Average,33.78785,-117.82586
2021,Orange,106301357,Foothill Regional Medical Center,0,651,0,Average,33.73119,-117.82903
2021,Orange,106301175,Fountain Valley Regional Hospital & Medical Center – Euclid,7,884,1.36,Below Average,33.71546,-117.93694
2021,Orange,106301283,Garden Grove Hospital and Medical Center,0,7,0,Average,33.7745089,-117.9130315
2021,Orange,106301205,Hoag Memorial Hospital Presbyterian,8,2175,0.25,Average,33.62526,-117.92949
2021,Orange,106304460,Hoag Orthopedic Institute,2,1610,0.37,Average,33.6617789,-117.7735916
2021,Orange,106304409,Kaiser Foundation Hospital – Orange County – Anaheim,16,1887,0.75,Average,33.85442,-117.84399
2021,Orange,106301234,La Palma Intercommunity Hospital,0,9,0,Average,33.84755,-118.0373
2021,Orange,106301248,Los Alamitos Medical Center,1,258,0.5,Average,33.80327,-118.0674
2021,Orange,106300225,MemorialCare Orange Coast Medical Center,6,1317,0.55,Average,33.70162,-117.95524
2021,Orange,106301317,MemorialCare Saddleback Medical Center,3,889,0.32,Average,33.60802,-117.70825
2021,Orange,106301566,Orange County Global Medical Center,2,257,0.75,Average,33.75361,-117.83398
2021,Orange,106301297,Placentia Linda Hospital,0,32,0,Average,33.887072,-117.8434267
2021,Orange,106301262,Providence Mission Hospital,4,983,0.37,Average,33.56279,-117.66768
2021,Orange,106301337,Providence Mission Hospital – Laguna Beach,0,96,0,Average,33.4997391,-117.7422502
2021,Orange,106301340,Providence St. Joseph Hospital,1,1683,0.07,Above Average,33.7823,-117.86516
2021,Orange,106301342,Providence St. Jude Medical Center,4,961,0.35,Average,33.89349,-117.92851
2021,Orange,106301258,South Coast Global Medical Center,0,112,0,Average,33.71112,-117.88539
2021,Orange,106301279,UC Irvine Medical Center,26,2805,0.67,Average,33.7879885,-117.8901339
2021,Orange,106301379,West Anaheim Medical Center,0,20,0,Average,33.82482,-117.99492
2021,Placer,106314024,Kaiser Foundation Hospital – Roseville,3,560,0.24,Average,38.74636,-121.25107
2021,Placer,106310791,Sutter Auburn Faith Hospital,1,613,0.4,Average,38.94432,-121.09943
2021,Placer,106311000,Sutter Roseville Medical Center,6,1918,0.47,Average,38.76515,-121.24922
2021,Plumas,106320986,Plumas District Hospital,0,6,0,Average,39.93921,-120.96214
2021,Riverside,106331152,Corona Regional Medical Center – Main,3,453,1.17,Average,33.8733354,-117.5668015
2021,Riverside,106331164,Desert Regional Medical Center,1,270,0.67,Average,33.83932,-116.54549
2021,Riverside,106331293,Doctors Hospital of Riverside,1,344,1.26,Average,33.92573,-117.43996
2021,Riverside,106331168,Eisenhower Medical Center,5,2583,0.27,Average,33.76418,-116.40808
2021,Riverside,106331194,Hemet Global Medical Center,1,197,0.69,Average,33.75113,-116.95958
2021,Riverside,106331216,John F. Kennedy Memorial Hospital,0,119,0,Average,33.70677,-116.23391
2021,Riverside,106334048,Kaiser Foundation Hospital – Moreno Valley,0,56,0,Average,33.89553,-117.18677
2021,Riverside,106334025,Kaiser Foundation Hospital – Riverside,3,470,0.42,Average,33.9063,-117.47082
2021,Riverside,106334589,Loma Linda University Medical Center – Murrieta,1,471,0.29,Average,33.6122263,-117.1624483
2021,Riverside,106334018,Menifee Global Medical Center,1,214,0.89,Average,33.72146,-117.15691
2021,Riverside,106331288,Palo Verde Hospital,0,7,0,Average,33.61315,-114.5956
2021,Riverside,106331312,Riverside Community Hospital,10,1413,0.8,Average,33.97641,-117.37997
2021,Riverside,106334487,Riverside University Health System – Medical Center,2,688,0.41,Average,33.91187,-117.19525
2021,Riverside,106331326,San Gorgonio Memorial Hospital,0,5,0,Average,33.9317494,-116.9459031
2021,Riverside,106334068,Southwest Healthcare System – Murrieta,2,1122,0.35,Average,33.55788,-117.18488
2021,Riverside,106334564,Temecula Valley Hospital,1,415,0.46,Average,33.4795943,-117.1048018
2021,Riverside,106334533,Vibra Rehab Hospital of Rancho Mirage,0,5,0,Average,33.81487,-116.43945
2021,Sacramento,106340913,Kaiser Foundation Hospital – Sacramento,5,1743,0.24,Average,38.60197,-121.39232
2021,Sacramento,106342344,Kaiser Foundation Hospital – South Sacramento,6,1285,0.3,Average,38.47144,-121.42409
2021,Sacramento,106340947,Mercy General Hospital,5,1954,0.27,Average,38.56955,-121.45271
2021,Sacramento,106344029,Mercy Hospital of Folsom,5,343,2.73,Below Average,38.67223,-121.1428
2021,Sacramento,106340950,Mercy San Juan Medical Center,3,1034,0.33,Average,38.66818,-121.31261
2021,Sacramento,106340951,Methodist Hospital of Sacramento,0,543,0,Average,38.46416,-121.41744
2021,Sacramento,106341051,Sutter Medical Center – Sacramento,19,3425,0.68,Average,38.57045,-121.47028
2021,Sacramento,106341006,UC Davis Medical Center,29,2731,0.77,Below Average,38.55438,-121.45738
2021,San Benito,106350784,Hazel Hawkins Memorial Hospital,0,30,0,Average,36.835,-121.38609
2021,San Bernardino,106364231,Arrowhead Regional Medical Center,2,382,0.71,Average,34.07163215,-117.3527761
2021,San Bernardino,106364430,Barstow Community Hospital,0,16,0,Average,34.8935263,-117.0168841
2021,San Bernardino,106361323,Community Hospital of San Bernardino,0,89,0,Average,34.13138,-117.32245
2021,San Bernardino,106364144,Desert Valley Hospital,0,10,0,Average,34.47093,-117.29778
2021,San Bernardino,106361223,Kaiser Foundation Hospital – Fontana,14,2102,0.65,Average,34.0725,-117.43549
2021,San Bernardino,106361246,Loma Linda University Medical Center,10,3034,0.25,Above Average,34.05164,-117.26146
2021,San Bernardino,106361166,Montclair Hospital Medical Center,0,10,0,Average,34.07774,-117.69603
2021,San Bernardino,106361308,Redlands Community Hospital,7,1200,0.82,Average,34.03699,-117.2044
2021,San Bernardino,106361318,San Antonio Regional Hospital,6,791,0.86,Average,34.10056,-117.63828
2021,San Bernardino,106361339,St. Bernardine Medical Center,1,1555,0.08,Above Average,34.1341,-117.27865
2021,San Bernardino,106361343,St. Mary Medical Center – Apple Valley,2,544,0.57,Average,34.54053,-117.26535
2021,San Diego,106370652,Alvarado Hospital Medical Center,0,317,0,Average,32.7766415,-117.0573188
2021,San Diego,106370714,Grossmont Hospital,4,1125,0.51,Average,32.77963,-117.00924
2021,San Diego,106370730,Kaiser Foundation Hospital – San Diego – Zion,10,1961,0.44,Average,32.79287,-117.09447
2021,San Diego,106370755,Palomar Health Downtown Campus,3,421,0.96,Average,33.12586,-117.07628
2021,San Diego,106374382,Palomar Medical Center,2,294,0.67,Average,33.12158,-117.11961
2021,San Diego,106370977,Palomar Medical Center Poway,1,184,0.86,Average,32.99563,-117.05784
2021,San Diego,106370759,Paradise Valley Hospital,0,92,0,Average,32.6863293,-117.0830382
2021,San Diego,106371256,Scripps Green Hospital,9,2276,0.62,Average,32.89654,-117.2419
2021,San Diego,106371394,Scripps Memorial Hospital – Encinitas,2,729,0.46,Average,33.0363,-117.28495
2021,San Diego,106370771,Scripps Memorial Hospital – La Jolla,9,2582,0.39,Average,32.88506,-117.22279
2021,San Diego,106370744,Scripps Mercy Hospital,9,2306,0.66,Average,32.75128,-117.1609
2021,San Diego,106370875,Sharp Chula Vista Medical Center,3,460,0.62,Average,32.61909,-117.02488
2021,San Diego,106370689,Sharp Coronado Hospital and Healthcare Center,0,214,0,Average,32.69427,-117.16808
2021,San Diego,106370694,Sharp Memorial Hospital,11,2615,0.38,Average,32.80016,-117.15531
2021,San Diego,106370780,Tri-City Medical Center,2,564,0.36,Average,33.18394,-117.29027
2021,San Diego,106370782,UC San Diego Health Hillcrest – Hillcrest Medical Center,32,4945,0.5,Average,32.75387,-117.16498
2021,San Francisco,106380933,California Pacific Medical Center – Davies Campus Hospital,0,557,0,Average,37.7691,-122.43465
2021,San Francisco,106384202,California Pacific Medical Center – Mission Bernal Campus,1,828,0.28,Average,37.74804,-122.42094
2021,San Francisco,106384176,California Pacific Medical Center – Van Ness Campus,7,1477,0.27,Average,37.78584,-122.42175
2021,San Francisco,106382715,Chinese Hospital,0,74,0,Average,37.79565,-122.40926
2021,San Francisco,106380857,Kaiser Foundation Hospital – San Francisco,6,2042,0.2,Above Average,37.78274,-122.44289
2021,San Francisco,106380939,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,1,584,0.16,Average,37.75657,-122.40637
2021,San Francisco,106380960,Saint Francis Memorial Hospital,2,300,0.43,Average,37.78917,-122.41695
2021,San Francisco,106380965,St. Mary's Medical Center,2,426,0.78,Average,37.77408,-122.45441
2021,San Francisco,106381154,UC San Francisco Medical Center,34,7517,0.4,Average,37.7635148,-122.4576564
2021,San Joaquin,106390923,Adventist Health Lodi Memorial,0,77,0,Average,38.12146,-121.2859
2021,San Joaquin,106390846,Dameron Hospital,1,257,0.63,Average,37.96125,-121.30067
2021,San Joaquin,106392287,Doctors Hospital of Manteca,0,214,0,Average,37.80111,-121.19746
2021,San Joaquin,106394009,Kaiser Foundation Hospital – Manteca,3,580,0.34,Average,37.79736,-121.24614
2021,San Joaquin,106391010,San Joaquin General Hospital,1,345,0.39,Average,37.88594,-121.28918
2021,San Joaquin,106391042,St. Joseph's Medical Center of Stockton,5,619,0.58,Average,37.97075,-121.2891
